,comp,comp_id,date,guest_points,guest_result,guest_team,guest_team_short,home_points,home_result,home_team,home_team_short,host,league,site,time,weapon,winner
346,5,LP2.BuLi Ost2E,05.11.2017,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,13.10 Uhr,Luftpistole,guest
347,6,LP2.BuLi Ost2F,05.11.2017,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,13.10 Uhr,Luftpistole,guest
348,7,LP2.BuLi Ost2G,05.11.2017,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,0,0,PSSG zu Dresden,PSSG zu Dresden,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,15.00 Uhr,Luftpistole,guest
349,8,LP2.BuLi Ost2H,05.11.2017,0,0,Gröninger SV,Gröninger SV,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,PSV Olympia Berlin,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=2,15.00 Uhr,Luftpistole,guest
350,1,LP2.BuLi Ost3A,03.12.2017,0,0,PSSG zu Dresden,PSSG zu Dresden,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,10.30 Uhr,Luftpistole,guest
351,2,LP2.BuLi Ost3B,03.12.2017,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,10.30 Uhr,Luftpistole,guest
352,3,LP2.BuLi Ost3C,03.12.2017,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,10.30 Uhr,Luftpistole,guest
353,4,LP2.BuLi Ost3D,03.12.2017,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,0,0,Gröninger SV,Gröninger SV,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,10.30 Uhr,Luftpistole,guest
354,5,LP2.BuLi Ost3E,03.12.2017,0,0,Gröninger SV,Gröninger SV,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,14.00 Uhr,Luftpistole,guest
355,6,LP2.BuLi Ost3F,03.12.2017,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,14.00 Uhr,Luftpistole,guest
356,7,LP2.BuLi Ost3G,03.12.2017,0,0,PSSG zu Dresden,PSSG zu Dresden,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,14.00 Uhr,Luftpistole,guest
357,8,LP2.BuLi Ost3H,03.12.2017,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=3,14.00 Uhr,Luftpistole,guest
358,1,LP2.BuLi Ost4A,07.01.2018,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,10.30 Uhr,Luftpistole,guest
359,2,LP2.BuLi Ost4B,07.01.2018,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,10.30 Uhr,Luftpistole,guest
360,3,LP2.BuLi Ost4C,07.01.2018,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,0,0,PSSG zu Dresden,PSSG zu Dresden,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,10.30 Uhr,Luftpistole,guest
361,4,LP2.BuLi Ost4D,07.01.2018,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,0,0,Gröninger SV,Gröninger SV,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,10.30 Uhr,Luftpistole,guest
362,5,LP2.BuLi Ost4E,07.01.2018,0,0,PSSG zu Dresden,PSSG zu Dresden,0,0,Prenzlauer Schützenverein e.V.,Prenzlauer Schützenverein e.V.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,14.00 Uhr,Luftpistole,guest
363,6,LP2.BuLi Ost4F,07.01.2018,0,0,PSV Olympia Berlin II,PSV Olympia Berlin II,0,0,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,14.00 Uhr,Luftpistole,guest
364,7,LP2.BuLi Ost4G,07.01.2018,0,0,SGi. zu Potsdam e.V.,SGi. zu Potsdam e.V.,0,0,1.BSGI zu Oelsnitz,1.BSGI zu Oelsnitz,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,14.00 Uhr,Luftpistole,guest
365,8,LP2.BuLi Ost4H,07.01.2018,0,0,Gröninger SV,Gröninger SV,0,0,Nord-Berliner Schützen-Gem.,Nord-Berliner Schützen-Gem.,Schützengilde Frankfurt/Oder 1406,2.BuLi Ost,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=2&wettkampf=4,14.00 Uhr,Luftpistole,guest
366,1,LP2.BuLi West1A,08.10.2017,2,1826,Brühler Schießclub 70,Brühler Schießclub 70,3,1820,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,10.00 Uhr,Luftpistole,home
367,2,LP2.BuLi West1B,08.10.2017,3,1827,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,2,1813,SV Usingen,SV Usingen,SV Hegelsberg-Vellmar,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,11.30 Uhr,Luftpistole,guest
368,3,LP2.BuLi West1C,08.10.2017,1,1820,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,4,1865,Brühler Schießclub 70,Brühler Schießclub 70,SV Hegelsberg-Vellmar,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,14.15 Uhr,Luftpistole,home
369,4,LP2.BuLi West1D,08.10.2017,2,1826,SV Usingen,SV Usingen,3,1836,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,15.45 Uhr,Luftpistole,home
370,5,LP2.BuLi West1E,08.10.2017,3,1833,SSV Bad Westernkotten,SSV Bad Westernkotten,2,1828,SPSG Tell Raunheim,SPSG Tell Raunheim,SPSG Tell Raunheim,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,10.00 Uhr,Luftpistole,guest
371,6,LP2.BuLi West1F,08.10.2017,2,1786,SC Windecken,SC Windecken,3,1821,SV Biebrich 1864,SV Biebrich 1864,SPSG Tell Raunheim,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,11.30 Uhr,Luftpistole,home
372,7,LP2.BuLi West1G,08.10.2017,1,1794,SC Windecken,SC Windecken,4,1825,SSV Bad Westernkotten,SSV Bad Westernkotten,SPSG Tell Raunheim,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,14.15 Uhr,Luftpistole,home
373,8,LP2.BuLi West1H,08.10.2017,1,1814,SV Biebrich 1864,SV Biebrich 1864,4,1834,SPSG Tell Raunheim,SPSG Tell Raunheim,SPSG Tell Raunheim,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=1,15.45 Uhr,Luftpistole,home
374,1,LP2.BuLi West2A,05.11.2017,0,0,SV Usingen,SV Usingen,0,0,Brühler Schießclub 70,Brühler Schießclub 70,SC Windecken,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=2,14.00 Uhr,Luftpistole,guest
375,2,LP2.BuLi West2B,05.11.2017,0,0,SPSG Tell Raunheim,SPSG Tell Raunheim,0,0,SC Windecken,SC Windecken,SC Windecken,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=2,15.30 Uhr,Luftpistole,guest
376,3,LP2.BuLi West2C,05.11.2017,0,0,SV Biebrich 1864,SV Biebrich 1864,0,0,SSV Bad Westernkotten,SSV Bad Westernkotten,SpSch Ännchen Bad Godesberg,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=2,14.00 Uhr,Luftpistole,guest
377,4,LP2.BuLi West2D,05.11.2017,0,0,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,0,0,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,SpSch Ännchen Bad Godesberg,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=2,15.30 Uhr,Luftpistole,guest
378,1,LP2.BuLi West3A,03.12.2017,0,0,SV Biebrich 1864,SV Biebrich 1864,0,0,SV Usingen,SV Usingen,SV Usingen,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,10.00 Uhr,Luftpistole,guest
379,2,LP2.BuLi West3B,03.12.2017,0,0,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,0,0,SC Windecken,SC Windecken,SV Usingen,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,11.30 Uhr,Luftpistole,guest
380,3,LP2.BuLi West3C,03.12.2017,0,0,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,0,0,SV Biebrich 1864,SV Biebrich 1864,SV Usingen,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,14.15 Uhr,Luftpistole,guest
381,4,LP2.BuLi West3D,03.12.2017,0,0,SC Windecken,SC Windecken,0,0,SV Usingen,SV Usingen,SV Usingen,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,15.45 Uhr,Luftpistole,guest
382,5,LP2.BuLi West3E,03.12.2017,0,0,SSV Bad Westernkotten,SSV Bad Westernkotten,0,0,Brühler Schießclub 70,Brühler Schießclub 70,Brühler Schießclub 70,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,10.00 Uhr,Luftpistole,guest
383,6,LP2.BuLi West3F,03.12.2017,0,0,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,0,0,SPSG Tell Raunheim,SPSG Tell Raunheim,Brühler Schießclub 70,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,11.30 Uhr,Luftpistole,guest
384,7,LP2.BuLi West3G,03.12.2017,0,0,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,0,0,SSV Bad Westernkotten,SSV Bad Westernkotten,Brühler Schießclub 70,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,14.15 Uhr,Luftpistole,guest
385,8,LP2.BuLi West3H,03.12.2017,0,0,SPSG Tell Raunheim,SPSG Tell Raunheim,0,0,Brühler Schießclub 70,Brühler Schießclub 70,Brühler Schießclub 70,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=3,15.45 Uhr,Luftpistole,guest
386,1,LP2.BuLi West4A,07.01.2018,0,0,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,0,0,SV Biebrich 1864,SV Biebrich 1864,SV Biebrich 1864,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,10.00 Uhr,Luftpistole,guest
387,2,LP2.BuLi West4B,07.01.2018,0,0,Brühler Schießclub 70,Brühler Schießclub 70,0,0,SC Windecken,SC Windecken,SV Biebrich 1864,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,11.30 Uhr,Luftpistole,guest
388,3,LP2.BuLi West4C,07.01.2018,0,0,SV Hegelsberg-Vellmar,SV Hegelsberg-Vellmar,0,0,SC Windecken,SC Windecken,SV Biebrich 1864,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,14.15 Uhr,Luftpistole,guest
389,4,LP2.BuLi West4D,07.01.2018,0,0,Brühler Schießclub 70,Brühler Schießclub 70,0,0,SV Biebrich 1864,SV Biebrich 1864,SV Biebrich 1864,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,15.45 Uhr,Luftpistole,guest
390,5,LP2.BuLi West4E,07.01.2018,0,0,SSV Bad Westernkotten,SSV Bad Westernkotten,0,0,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,SSV Bad Westernkotten,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,10.00 Uhr,Luftpistole,guest
391,6,LP2.BuLi West4F,07.01.2018,0,0,SV Usingen,SV Usingen,0,0,SPSG Tell Raunheim,SPSG Tell Raunheim,SSV Bad Westernkotten,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,11.30 Uhr,Luftpistole,guest
392,7,LP2.BuLi West4G,07.01.2018,0,0,SPSG Tell Raunheim,SPSG Tell Raunheim,0,0,SpSch Ännchen Bad Godesberg,SpSch Ännchen Bad Godesberg,SSV Bad Westernkotten,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,14.15 Uhr,Luftpistole,guest
393,8,LP2.BuLi West4H,07.01.2018,0,0,SV Usingen,SV Usingen,0,0,SSV Bad Westernkotten,SSV Bad Westernkotten,SSV Bad Westernkotten,2.BuLi West,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=3&wettkampf=4,15.45 Uhr,Luftpistole,guest
394,1,LP2.BuLi Südwest1A,08.10.2017,3,1849,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,2,1834,SSV Sandhausen,SSV Sandhausen,SSV Sandhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,10.00 Uhr,Luftpistole,guest
395,2,LP2.BuLi Südwest1B,08.10.2017,4,1850,SV Walldorf,SV Walldorf,1,1782,SKam Aalen-Nesslau,SKam Aalen-Nesslau,SSV Sandhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,11.30 Uhr,Luftpistole,guest
396,3,LP2.BuLi Südwest1C,08.10.2017,2,1844,SV Walldorf,SV Walldorf,3,1867,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,SSV Sandhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,14.00 Uhr,Luftpistole,home
397,4,LP2.BuLi Südwest1D,08.10.2017,1,1791,SKam Aalen-Nesslau,SKam Aalen-Nesslau,4,1834,SSV Sandhausen,SSV Sandhausen,SSV Sandhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,15.30 Uhr,Luftpistole,home
398,5,LP2.BuLi Südwest1E,08.10.2017,3,1798,Sportschützen  March,Sportschützen  March,2,1796,SV Altheim Waldhausen II,SV Altheim Waldhausen II,SV Altheim Waldhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,10.00 Uhr,Luftpistole,guest
399,6,LP2.BuLi Südwest1F,08.10.2017,4,1813,SV Eckartshausen,SV Eckartshausen,1,1803,SGi Ebersbach,SGi Ebersbach,SV Altheim Waldhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,11.30 Uhr,Luftpistole,guest
400,7,LP2.BuLi Südwest1G,08.10.2017,4,1820,SV Eckartshausen,SV Eckartshausen,1,1805,Sportschützen  March,Sportschützen  March,SV Altheim Waldhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,14.00 Uhr,Luftpistole,guest
401,8,LP2.BuLi Südwest1H,08.10.2017,2,1794,SGi Ebersbach,SGi Ebersbach,3,1780,SV Altheim Waldhausen II,SV Altheim Waldhausen II,SV Altheim Waldhausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=1,15.30 Uhr,Luftpistole,home
402,1,LP2.BuLi Südwest2A,05.11.2017,0,0,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,0,0,SKam Aalen-Nesslau,SKam Aalen-Nesslau,SV Eckartshausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=2,11.00 Uhr,Luftpistole,guest
403,2,LP2.BuLi Südwest2B,05.11.2017,0,0,SV Altheim Waldhausen II,SV Altheim Waldhausen II,0,0,SV Eckartshausen,SV Eckartshausen,SV Eckartshausen,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=2,13.30 Uhr,Luftpistole,guest
404,3,LP2.BuLi Südwest2C,05.11.2017,0,0,SSV Sandhausen,SSV Sandhausen,0,0,SV Walldorf,SV Walldorf,SGi Ebersbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=2,11.00 Uhr,Luftpistole,guest
405,4,LP2.BuLi Südwest2D,05.11.2017,0,0,Sportschützen  March,Sportschützen  March,0,0,SGi Ebersbach,SGi Ebersbach,SGi Ebersbach,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=2,13.30 Uhr,Luftpistole,guest
406,1,LP2.BuLi Südwest3A,03.12.2017,0,0,SV Eckartshausen,SV Eckartshausen,0,0,SV Walldorf,SV Walldorf,SV Walldorf,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,10.00 Uhr,Luftpistole,guest
407,2,LP2.BuLi Südwest3B,03.12.2017,0,0,SKam Aalen-Nesslau,SKam Aalen-Nesslau,0,0,SGi Ebersbach,SGi Ebersbach,SV Walldorf,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,11.30 Uhr,Luftpistole,guest
408,3,LP2.BuLi Südwest3C,03.12.2017,0,0,SV Eckartshausen,SV Eckartshausen,0,0,SKam Aalen-Nesslau,SKam Aalen-Nesslau,SV Walldorf,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,14.00 Uhr,Luftpistole,guest
409,4,LP2.BuLi Südwest3D,03.12.2017,0,0,SV Walldorf,SV Walldorf,0,0,SGi Ebersbach,SGi Ebersbach,SV Walldorf,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,15.30 Uhr,Luftpistole,guest
410,5,LP2.BuLi Südwest3E,03.12.2017,0,0,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,0,0,Sportschützen  March,Sportschützen  March,Sportschützen  March,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,10.00 Uhr,Luftpistole,guest
411,6,LP2.BuLi Südwest3F,03.12.2017,0,0,SV Altheim Waldhausen II,SV Altheim Waldhausen II,0,0,SSV Sandhausen,SSV Sandhausen,Sportschützen  March,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,11.30 Uhr,Luftpistole,guest
412,7,LP2.BuLi Südwest3G,03.12.2017,0,0,SV Altheim Waldhausen II,SV Altheim Waldhausen II,0,0,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,Sportschützen  March,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,14.00 Uhr,Luftpistole,guest
413,8,LP2.BuLi Südwest3H,03.12.2017,0,0,SSV Sandhausen,SSV Sandhausen,0,0,Sportschützen  March,Sportschützen  March,Sportschützen  March,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=3,15.30 Uhr,Luftpistole,guest
414,1,LP2.BuLi Südwest4A,07.01.2018,0,0,SV Altheim Waldhausen II,SV Altheim Waldhausen II,0,0,SKam Aalen-Nesslau,SKam Aalen-Nesslau,SKam Aalen-Nesslau,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,10.00 Uhr,Luftpistole,guest
415,2,LP2.BuLi Südwest4B,07.01.2018,0,0,Sportschützen  March,Sportschützen  March,0,0,SV Walldorf,SV Walldorf,SKam Aalen-Nesslau,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,11.30 Uhr,Luftpistole,guest
416,3,LP2.BuLi Südwest4C,07.01.2018,0,0,SV Altheim Waldhausen II,SV Altheim Waldhausen II,0,0,SV Walldorf,SV Walldorf,SKam Aalen-Nesslau,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,14.00 Uhr,Luftpistole,guest
417,4,LP2.BuLi Südwest4D,07.01.2018,0,0,Sportschützen  March,Sportschützen  March,0,0,SKam Aalen-Nesslau,SKam Aalen-Nesslau,SKam Aalen-Nesslau,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,15.30 Uhr,Luftpistole,guest
418,5,LP2.BuLi Südwest4E,07.01.2018,0,0,SV Eckartshausen,SV Eckartshausen,0,0,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,10.00 Uhr,Luftpistole,guest
419,6,LP2.BuLi Südwest4F,07.01.2018,0,0,SGi Ebersbach,SGi Ebersbach,0,0,SSV Sandhausen,SSV Sandhausen,TSV Ötlingen - SpSchAbtl.,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,11.30 Uhr,Luftpistole,guest
420,7,LP2.BuLi Südwest4G,07.01.2018,0,0,SSV Sandhausen,SSV Sandhausen,0,0,SV Eckartshausen,SV Eckartshausen,TSV Ötlingen - SpSchAbtl.,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,14.00 Uhr,Luftpistole,guest
421,8,LP2.BuLi Südwest4H,07.01.2018,0,0,SGi Ebersbach,SGi Ebersbach,0,0,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,TSV Ötlingen - SpSchAbtl.,2.BuLi Südwest,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=4&wettkampf=4,15.30 Uhr,Luftpistole,guest
422,1,LP2.BuLi Süd1A,08.10.2017,4,1838,SSG Dynamit Fürth II,SSG Dynamit Fürth II,1,1798,HSG Erlangen,HSG Erlangen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,11.00 Uhr,Luftpistole,guest
423,2,LP2.BuLi Süd1B,08.10.2017,3,1825,Singoldschützen Großaitingen,Singoldschützen Großaitingen,2,1809,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,12.30 Uhr,Luftpistole,guest
424,3,LP2.BuLi Süd1C,08.10.2017,3,1841,SSG Dynamit Fürth II,SSG Dynamit Fürth II,2,1838,Singoldschützen Großaitingen,Singoldschützen Großaitingen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,14.45 Uhr,Luftpistole,guest
425,4,LP2.BuLi Süd1D,08.10.2017,4,1825,SG 1898 Thumsenreuth,SG 1898 Thumsenreuth,1,1796,HSG Erlangen,HSG Erlangen,HSG Erlangen,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,16.15 Uhr,Luftpistole,guest
426,5,LP2.BuLi Süd1E,08.10.2017,0,1821,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,5,1870,HSG München,HSG München,HSG München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,11.00 Uhr,Luftpistole,home
427,6,LP2.BuLi Süd1F,08.10.2017,0,1813,SG Eintracht Garching,SG Eintracht Garching,5,1842,FSG Hilpoltstein,Hilpoltstein,HSG München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,12.30 Uhr,Luftpistole,home
428,7,LP2.BuLi Süd1G,08.10.2017,1,1825,FSG Hilpoltstein,Hilpoltstein,4,1861,SV Kelheim-Gmünd II,SV Kelheim-Gmünd II,HSG München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,14.45 Uhr,Luftpistole,home
429,8,LP2.BuLi Süd1H,08.10.2017,1,1832,SG Eintracht Garching,SG Eintracht Garching,4,1891,HSG München,HSG München,HSG München,2.BuLi Süd,http://bundesliga.dsb.de/?page_id=231&waffe=2&liga=5&wettkampf=1,16.15 Uhr,Luftpistole,home
